MsgID.GLOBAL_POSITION,0.0000000,-122.3957519,37.7932804,0.1350000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4323.2350000,-0.1474787,-0.0543685,-0.1355088
MsgID.LOCAL_VELOCITY,4323.2350000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957535,37.7932822,0.1430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4323.4850000,0.0472710,-0.2007723,-0.1430523
MsgID.LOCAL_VELOCITY,4323.4850000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957524,37.7932829,0.1460000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4323.7360000,0.1277269,-0.0992996,-0.1465485
MsgID.LOCAL_VELOCITY,4323.7360000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932819,0.1440000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4323.9860000,0.0167379,-0.0175606,-0.1447579
MsgID.LOCAL_VELOCITY,4323.9860000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932801,0.1290000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4324.2360000,-0.1810580,-0.0153565,-0.1294588
MsgID.LOCAL_VELOCITY,4324.2360000,0.0000000,0.0000000,-0.0000000
MsgID.LOCAL_POSITION,4324.4860000,-0.0940376,0.1024971,-0.1029911
MsgID.LOCAL_VELOCITY,4324.4860000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957501,37.7932809,0.1020000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957502,37.7932813,0.0740000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4324.7360000,-0.0484740,0.1000757,-0.0748008
MsgID.LOCAL_VELOCITY,4324.7360000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957514,37.7932805,0.0410000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4324.9870000,-0.1448334,-0.0081335,-0.0413162
MsgID.LOCAL_VELOCITY,4324.9870000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957516,37.7932800,0.0040000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4325.2370000,-0.1975307,-0.0299679,-0.0043326
MsgID.LOCAL_VELOCITY,4325.2370000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957525,37.7932812,-0.0220000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4325.4870000,-0.0592683,-0.1109618,0.0229538
MsgID.LOCAL_VELOCITY,4325.4870000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957529,37.7932828,-0.0440000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4325.7370000,0.1091781,-0.1459588,0.0444156
MsgID.LOCAL_VELOCITY,4325.7370000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957513,37.7932810,-0.0490000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4325.9880000,-0.0863671,-0.0055983,0.0495587
MsgID.LOCAL_VELOCITY,4325.9880000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957528,37.7932811,-0.0400000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4326.2380000,-0.0718152,-0.1384358,0.0407272
MsgID.LOCAL_VELOCITY,4326.2380000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957509,37.7932813,-0.0160000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4326.4880000,-0.0504725,0.0319133,0.0161767
MsgID.LOCAL_VELOCITY,4326.4880000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957506,37.7932805,0.0120000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4326.7390000,-0.1374540,0.0626676,-0.0122950
MsgID.LOCAL_VELOCITY,4326.7390000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957531,37.7932818,0.0510000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4326.9900000,0.0081749,-0.1598458,-0.0514353
MsgID.LOCAL_VELOCITY,4326.9900000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957513,37.7932818,0.0830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4327.2400000,0.0064869,-0.0010038,-0.0834772
MsgID.LOCAL_VELOCITY,4327.2400000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957505,37.7932818,0.1130000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4327.4900000,0.0007244,0.0672932,-0.1138614
MsgID.LOCAL_VELOCITY,4327.4900000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957506,37.7932804,0.1430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4327.7410000,-0.1539009,0.0639197,-0.1432590
MsgID.LOCAL_VELOCITY,4327.7410000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957513,37.7932802,0.1670000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4327.9900000,-0.1694811,0.0021420,-0.1676832
MsgID.LOCAL_VELOCITY,4327.9900000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957531,37.7932810,0.1940000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4328.2410000,-0.0913924,-0.1649888,-0.1941248
MsgID.LOCAL_VELOCITY,4328.2410000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957508,37.7932828,0.2110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4328.4910000,0.1163441,0.0464419,-0.2117352
MsgID.LOCAL_VELOCITY,4328.4910000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957510,37.7932831,0.2210000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4328.7410000,0.1504084,0.0228484,-0.2218029
MsgID.LOCAL_VELOCITY,4328.7410000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957529,37.7932827,0.2220000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4328.9920000,0.0982092,-0.1431855,-0.2221865
MsgID.LOCAL_VELOCITY,4328.9920000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957503,37.7932818,0.2110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4329.2420000,0.0059178,0.0891068,-0.2113406
MsgID.LOCAL_VELOCITY,4329.2420000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957495,37.7932824,0.1880000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4329.4920000,0.0656129,0.1545994,-0.1882275
MsgID.LOCAL_VELOCITY,4329.4920000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.LOCAL_POSITION,4329.7420000,0.0267561,-0.0059191,-0.1570640
MsgID.LOCAL_VELOCITY,4329.7420000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957514,37.7932820,0.1570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4329.9930000,0.0098242,-0.0480976,-0.1206450
MsgID.LOCAL_VELOCITY,4329.9930000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957518,37.7932819,0.1200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4330.2430000,-0.1414574,-0.0316960,-0.0747343
MsgID.LOCAL_VELOCITY,4330.2430000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957516,37.7932805,0.0740000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4330.4940000,-0.1701214,-0.0735537,-0.0293156
MsgID.LOCAL_VELOCITY,4330.4940000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957521,37.7932802,0.0290000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.LOCAL_POSITION,4330.7440000,-0.0851707,-0.1411573,0.0162985
MsgID.LOCAL_VELOCITY,4330.7440000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957529,37.7932810,-0.0160000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4330.9950000,0.1091522,-0.0225483,0.0395106
MsgID.LOCAL_VELOCITY,4330.9950000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932828,-0.0390000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4331.2450000,0.0189627,-0.0159980,0.0511925
MsgID.LOCAL_VELOCITY,4331.2450000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932819,-0.0510000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957510,37.7932817,-0.0460000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4331.4950000,-0.0100182,0.0247939,0.0462492
MsgID.LOCAL_VELOCITY,4331.4950000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932818,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957495,37.7932816,-0.0280000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4331.7460000,-0.0183483,0.1594526,0.0287020
MsgID.LOCAL_VELOCITY,4331.7460000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957497,37.7932816,-0.0020000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4331.9950000,-0.0226040,0.1441789,0.0020907
MsgID.LOCAL_VELOCITY,4331.9950000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957500,37.7932824,0.0250000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4332.2470000,0.0723650,0.1097821,-0.0258617
MsgID.LOCAL_VELOCITY,4332.2470000,0.0000000,0.0000000,-0.0000000
